gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PTK2B	0.00409154772989854	0.13477150719317565	0.387	0.273	1
KLK1	5.64770507752748e-7	0.13466586416569165	0.063	0	0.011211259349399802
ANP32E	0.0026714350150803595	0.13465905336367578	0.53	0.403	1
NENF	0.010493304332539952	0.13463049691724205	0.64	0.527	1
SLC25A29	0.02878310763491833	0.13449927647593668	0.197	0.135	1
LILRA2	0.004838398553872582	0.13449616715495546	0.167	0.094	1
GCNT1	0.0018283536485620793	0.13435903513927439	0.22	0.13	1
COQ6	0.006535671072736455	0.1343562040974339	0.143	0.081	1
THOC7	0.006343169738938799	0.13431662784555032	0.653	0.522	1
WDR74	0.0013453944474765144	0.13428286644770926	0.473	0.322	1
CCDC138	0.007772697345247116	0.13419909626704926	0.167	0.099	1
CDKN2C	0.02025809836179714	0.13418550849400868	0.23	0.158	1
QSOX1	9.734057759278057e-4	0.13401580137159255	0.133	0.06	1
BAG4	0.001383513985271955	0.13399176785224043	0.2	0.109	1
FAM117A	0.00519574507073216	0.13398531663735835	0.277	0.184	1
PCDHGC3	2.673464121962883e-4	0.13397620428928297	0.18	0.086	1
HEXA	0.10786664486108682	0.13393160572990392	0.367	0.309	1
PCNA	0.005837817230177896	0.13391176194330767	0.37	0.26	1
LLGL2	0.13283701687354718	0.1338576869009256	0.2	0.156	1
KMT2B	0.018057104025679768	0.13378046556187995	0.37	0.283	1
SLC15A2	0.06692059578342367	0.13370142122039252	0.167	0.119	1
PEX3	0.0013739506682250897	0.13366201327867797	0.15	0.073	1
ALDH18A1	0.012379100023453425	0.13364373352098105	0.147	0.086	1
NLRC3	5.421958357646341e-4	0.13363738175758058	0.107	0.039	1
BCL2L12	0.012610452998697834	0.13361295999651318	0.237	0.158	1
TNPO1	0.003730785145733637	0.1335797627313079	0.497	0.374	1
PROX1	7.648240614269198e-5	0.13353768301810642	0.04	0	1
ARHGAP24	3.392944796674419e-4	0.13350489311783598	0.297	0.166	1
PRSS16	1.139751693766734e-6	0.1334327075461076	0.06	0	0.022625210872963437
STX2	0.008221943061245953	0.13342323365330028	0.2	0.125	1
MC4R	4.51446527292738e-5	0.13339463200444435	0.05	0.003	0.8961665013288143
MTAP	0.022581350174758326	0.1333822057825803	0.283	0.208	1
RBM43	0.0016812239462329255	0.13311108972069124	0.107	0.044	1
ACO2	0.024780322802477626	0.1330177719245469	0.307	0.229	1
IRF2BP1	3.1495509614250965e-4	0.13301218020897088	0.097	0.031	1
SPCS3	0.027665600228129833	0.1326881057925875	0.903	0.844	1
CSNK1A1	0.12283278190195222	0.13244426487695682	0.79	0.748	1
VPS33A	0.04855999754059506	0.13240713618544797	0.19	0.138	1
INTS3	0.0692700738512018	0.13213824001138202	0.21	0.161	1
ESD	0.042095243074974795	0.1320936056689146	0.627	0.519	1
METTL18	3.611528988838067e-4	0.13209267828239774	0.113	0.042	1
PGP	0.08714066999324258	0.132029224752631	0.41	0.343	1
IRF2BP2	0.46723732478790714	0.13202000776566303	0.96	0.883	1
TIMM21	0.009391325984735025	0.13200234939892924	0.17	0.104	1
PSMA7	0.008781121118597445	0.1319640257281196	0.893	0.836	1
NECAP1	0.009508960795390719	0.13195635707035253	0.29	0.2	1
PKN3	1.3789103082080454e-5	0.13194143484791204	0.087	0.016	0.27372748528237906
PSMD13	0.012655935561814326	0.13192452119678677	0.64	0.53	1
PRCC	0.06262546231372446	0.13187405053133128	0.317	0.257	1
STARD3NL	0.01417497944520964	0.13183612370451037	0.273	0.187	1
TP53I3	0.0019386745102557147	0.1318231260212455	0.117	0.052	1
WDR54	0.04057364360020714	0.13180934214296292	0.26	0.195	1
RBM14	0.07592610813503987	0.13179292688861033	0.333	0.27	1
ZNF385C	0.007666079171818424	0.13175223247368045	0.123	0.065	1
GPR18	0.011889252674400315	0.13169232762604693	0.153	0.091	1
COIL	0.01194586328858671	0.13167630079791326	0.327	0.236	1
NELFE	0.05306281806901126	0.13162099212099332	0.4	0.317	1
MRPS23	0.018518808268159402	0.13160802989415699	0.46	0.358	1
TPGS2	0.05375433823365194	0.1315158654225056	0.36	0.299	1
GTPBP4	0.01243609743764748	0.13149670403623492	0.373	0.275	1
MIS18A	0.024518243010730207	0.13149045895514383	0.17	0.112	1
ANAPC7	0.007428515991087304	0.13128834708296716	0.283	0.195	1
FAH	3.4954515271913995e-5	0.1312089922480867	0.097	0.023	0.6938820826627647
TPGS1	0.00408858205887011	0.1311723106935811	0.3	0.197	1
HDGFL2	0.013518146951908158	0.13112344383788466	0.3	0.218	1
CA5B	0.0023842189350335896	0.13102248235817207	0.1	0.042	1
TMC6	0.005250767014810117	0.1308187718834173	0.167	0.094	1
BRCC3	0.0414390886774203	0.13065488427030675	0.24	0.177	1
FAM219B	0.0017115713794347179	0.13061340401451652	0.167	0.086	1
POLR3E	0.0014335733938480668	0.1306117424528681	0.193	0.106	1
SIRT5	0.0013957859516254658	0.13060440454556188	0.123	0.055	1
CLSPN	0.6977832044744151	0.13058430679954158	0.127	0.119	1
ARL16	0.03913813674996332	0.1304058614924405	0.307	0.234	1
PJVK	2.8654789003489545e-4	0.13040453784311945	0.09	0.026	1
DECR2	1.9710673726080707e-4	0.13029861083287897	0.1	0.031	1
SLC35G1	0.01377460762796454	0.1302555181302102	0.063	0.026	1
KDELR3	9.581450364745377e-5	0.1301640118082882	0.053	0.005	1
EFCAB7	0.006364386827926544	0.1301404903447297	0.1	0.047	1
EPCAM	0.0010893677284951834	0.13006867673294925	0.067	0.018	1
ELOC	0.013613090774655603	0.12998286687482907	0.607	0.496	1
E2F4	0.13383952423131684	0.1298779943099304	0.247	0.203	1
GTF2H4	0.008868276937196553	0.12987727489014717	0.153	0.088	1
HMG20B	0.0046772606709904576	0.12986537861254033	0.393	0.278	1
BCL7A	0.04696975578857806	0.12981585862156853	0.74	0.642	1
PEX2	0.11906585090767949	0.1297114423601945	0.3	0.247	1
ZNF146	0.016875124813843154	0.12966841707010768	0.363	0.268	1
SDK2	0.008418820327335551	0.12965470801507056	0.26	0.171	1
SLC7A6OS	0.004120151128640133	0.12959198184833998	0.32	0.213	1
PTRH1	5.581891123398232e-4	0.12953261779923156	0.123	0.049	1
HECW1	4.207700293063114e-5	0.12932172103332754	0.063	0.008	0.8352705851759588
INSR	0.012940457241974615	0.12931631408414457	0.28	0.2	1
CNIH1	0.10812873784584341	0.12907041267781272	0.393	0.335	1
TRIM41	0.02948804072267751	0.12894483011641134	0.207	0.143	1
PWWP3A	0.0250986313104203	0.1289402347416665	0.257	0.187	1
RNF227	1.0504928837775159e-4	0.12882489769018293	0.07	0.013	1
SRSF11	0.21083305184286816	0.1286466730364344	0.853	0.784	1
SPRYD4	0.013282777617709343	0.1286200031473288	0.133	0.075	1
JAKMIP2	0.0024899850652603766	0.12860916886610202	0.153	0.078	1
PEX5	0.006840102819966315	0.12858843826921623	0.157	0.088	1
TFPT	0.03088183023424993	0.1285212425436134	0.317	0.234	1
COMMD1	0.024353576770068497	0.12838835268700222	0.463	0.361	1
KIAA0040	0.0029586694331969394	0.12835169483266307	0.263	0.166	1
UBQLN4	0.11159923341977983	0.1283414336070952	0.1	0.068	1
RAB11B	0.09254948550254315	0.12831806445350302	0.36	0.296	1
RPP25L	0.049493895672244714	0.1282630540877655	0.2	0.143	1
KLHL42	0.0021509329628450063	0.1282058943670536	0.203	0.117	1
MSRB2	0.014445654140292856	0.12812945732069303	0.403	0.304	1
NPTN	0.11586982958325678	0.12812738331302898	0.247	0.197	1
YDJC	0.04076528147309464	0.12809261264281113	0.2	0.143	1
HMGXB4	0.02112366757705506	0.12808372118988653	0.27	0.192	1
MFSD3	0.031603580858642524	0.12808029422849798	0.08	0.042	1
SLFN12	0.006584915934893046	0.1279944606202772	0.077	0.031	1
DDX49	0.0034437544592105292	0.12790101901053252	0.337	0.226	1
TMEM128	0.032474492181480075	0.12783989005212182	0.223	0.158	1
ZNF7	0.02939644023266462	0.12781171507574818	0.147	0.096	1
SLC66A3	0.0038524516199098706	0.12780460534344146	0.207	0.122	1
CC2D1A	0.04876379395575619	0.12779421996425894	0.133	0.088	1
COQ5	0.07982993368330803	0.12775963279065888	0.19	0.143	1
TUBE1	0.0018587868944205182	0.12757992675246504	0.077	0.026	1
RENBP	6.964191859318329e-4	0.1275242031124545	0.13	0.055	1
NEU3	0.00437981368150016	0.12750486378073012	0.11	0.052	1
NYNRIN	0.0022437070276998382	0.1274184985651699	0.083	0.031	1
ZNF805	0.0017892384092717546	0.12738175722748732	0.17	0.088	1
PIK3CB	0.005117619210189983	0.12735890137683323	0.153	0.083	1
MSANTD4	0.04128358993876582	0.12729087549906432	0.15	0.099	1
SLC25A19	4.308559383575157e-4	0.1272696267698964	0.227	0.119	1
TMEM68	0.018220796268374834	0.12712287277168255	0.13	0.075	1
TMEM167A	0.026629922790132772	0.12704358467326182	0.623	0.514	1
GPR85	5.703962122876746e-6	0.1270229953522216	0.06	0.003	0.1132293521012263
FZD3	0.008114662068238443	0.12698794092969312	0.413	0.296	1
LIX1L	0.0064427171704000115	0.12698289895387288	0.277	0.184	1
UBE2E1	0.02338200570526324	0.12690692904873424	0.457	0.348	1
BBS7	0.038991491466969175	0.12688078592858942	0.123	0.078	1
DCXR	0.004330308009732127	0.12675879411132762	0.46	0.345	1
TRO	0.0038248438193784467	0.1266999176343866	0.05	0.013	1
TRAF3IP1	0.11099931373389268	0.12655217912625366	0.187	0.14	1
RWDD1	0.034150356239925586	0.12652065516868638	0.727	0.657	1
B4GALT4	0.003817137290365431	0.1265050555042096	0.213	0.127	1
ZNHIT6	0.03865003205012695	0.126425830272357	0.4	0.312	1
CACHD1	2.195907561964907e-5	0.12641643464791227	0.06	0.005	0.43590961012565366
REXO4	0.053228898897149435	0.12639601257488597	0.273	0.216	1
C17orf80	0.004900607382961568	0.1263553918428847	0.21	0.127	1
PDHX	0.035009138721867505	0.1262806103368967	0.157	0.104	1
RUFY2	0.056028915843651016	0.12622766084869508	0.2	0.143	1
DDX52	0.017793988062561956	0.1262194172886827	0.417	0.327	1
RELN	4.543437867600389e-5	0.12621795073655456	0.05	0.003	0.9019178510973532
HSPB1	7.583812011647691e-8	0.12617138626005708	0.533	0.299	0.0015054625224321832
TERF2IP	0.03238860167068346	0.1261471096896558	0.747	0.631	1
IFT57	0.0025006252707459203	0.1261147626389727	0.22	0.13	1
F8A1	0.1526474019749586	0.12601209318205614	0.173	0.14	1
SHOX2	9.141719425774087e-5	0.12600905793039918	0.047	0.003	1
TCEA2	0.016324539410260522	0.12596204901933827	0.113	0.062	1
AAK1	0.00536719732166184	0.12580970992550317	0.263	0.171	1
NSFL1C	0.01662639215400396	0.12574899679688978	0.39	0.291	1
TAX1BP1	0.03043058556463144	0.12570460112372772	0.737	0.683	1
SLC35A1	0.002822796262146876	0.12559044737638303	0.187	0.104	1
NUP37	0.01945401865172825	0.1255885264751182	0.217	0.148	1
RERE	0.20649622098775486	0.1255696024473476	0.557	0.504	1
METTL1	0.0021314120575195825	0.12552384669623484	0.093	0.036	1
IVD	0.010764134578251972	0.12544801199762934	0.537	0.416	1
CD180	0.05897961794224951	0.12544561102400664	0.35	0.278	1
EIF3M	0.06806010184070822	0.12538232315344744	0.773	0.745	1
LYL1	0.07999649618319321	0.12531553399962575	0.223	0.171	1
KCMF1	0.08216479166312554	0.12531244218006576	0.367	0.312	1
DCTN3	0.09346455545118103	0.12530019319703256	0.603	0.543	1
MFAP1	0.05658743667672029	0.12526336126926263	0.28	0.213	1
NDUFV3	0.0687518070419339	0.12525217509069397	0.357	0.281	1
MFGE8	0.014620249224768223	0.12523954244363486	0.11	0.06	1
INSIG2	0.06293242619444536	0.12521091971210724	0.223	0.166	1
SCAMP1	0.03712783677031735	0.12507113632874228	0.28	0.216	1
KRBOX4	0.017889998111740725	0.12506833309126247	0.14	0.083	1
HGSNAT	0.09057727197964917	0.12496324947492204	0.22	0.171	1
IFI44	3.5336253169715047e-4	0.12495154103772321	0.23	0.125	1
PPIH	0.01173059496498774	0.1249497271463762	0.327	0.234	1
MIGA1	0.05060913792595328	0.12493866062716108	0.247	0.187	1
ZNF548	0.003217552075058456	0.12491938086014504	0.11	0.049	1
DNAJC14	0.0108895006475696	0.12491935025180176	0.167	0.101	1
AGFG1	0.06611306971406451	0.12484427901075434	0.303	0.236	1
TRPT1	0.013391418344809504	0.1247320967344916	0.31	0.223	1
SLC25A39	0.012566241086072825	0.1246458027454117	0.363	0.262	1
TMEM14B	0.012186927331213978	0.12459653734095966	0.763	0.642	1
CNN2	0.05431222600485511	0.12441472496290751	0.503	0.421	1
BCKDHB	5.81407039055107e-4	0.12438210487601198	0.25	0.14	1
GAS2	8.878798515316151e-4	0.12429856764942272	0.1	0.036	1
ZNF274	0.012789761158865886	0.12427083733655808	0.203	0.132	1
GARS1	0.022334866331562786	0.12418577443443046	0.35	0.26	1
PRICKLE3	0.001374572361527214	0.12416902163189643	0.083	0.029	1
TIMM10B	0.012153606386989672	0.1239524532442749	0.277	0.192	1
TNPO3	0.019667346020870453	0.12384043289089725	0.267	0.19	1
USP46	0.018276692833789524	0.12371507341050225	0.32	0.231	1
CASP9	0.008187643765295908	0.12363664320495626	0.13	0.07	1
KRT18	0.0028313454861502397	0.12358319416315888	0.057	0.016	1
UNC50	0.10462474868536406	0.12348762598322582	0.267	0.216	1
ZNF277	0.013287099627041376	0.12338753333747088	0.283	0.195	1
ATP6AP1L	8.531868448486706e-5	0.12333519328818479	0.087	0.021	1
ATP5ME	0.040313034606217255	0.1233319984936232	0.91	0.797	1
RALY	0.07516404237284705	0.12327957242731702	0.583	0.532	1
ZNF646	0.11159923341977983	0.12326543707666593	0.1	0.068	1
COG2	0.025848426387546673	0.12326513034205411	0.263	0.187	1
CIP2A	0.1286189532867511	0.1231891644900838	0.103	0.073	1
RSRC2	0.1436285724205097	0.1231514836636507	0.723	0.634	1
TIAL1	0.3243795913692788	0.1231175301884957	0.513	0.478	1
CPNE5	9.338188893827174e-6	0.12292121639536656	0.05	0	0.18537238773136325
IDNK	0.06346186785598935	0.12287769982059513	0.12	0.078	1
ZNF267	0.020310640339271577	0.12258711516423876	0.277	0.197	1
RBM4B	0.010897707104571937	0.12257454462384931	0.187	0.117	1
IDH1	0.18604346252234516	0.12256976144135895	0.207	0.171	1
TPR	0.3970440157880333	0.122563160422128	0.77	0.756	1
MTHFD1	0.02607420761616536	0.12248262498708312	0.167	0.109	1
STK11	0.012817101478493104	0.1224718976674335	0.247	0.164	1
SEMA4F	1.3908213310932554e-6	0.1224712328738222	0.067	0.003	0.027609194243532215
KCTD17	0.010348093839645942	0.12226298625551749	0.073	0.031	1
JAK3	0.00314071823819787	0.12224240992781887	0.193	0.112	1
CYB5R4	0.03841178916201299	0.12223977647666184	0.46	0.366	1
PSMA2	0.07175120947089855	0.1221544882714567	0.587	0.512	1
MTRR	0.002729998165285205	0.12210452325540355	0.213	0.125	1
SPG7	0.03596432593223677	0.12205088331615555	0.45	0.374	1
SMYD2	0.001525195883957878	0.12198161391881504	0.177	0.091	1
EBP	0.01717113318297994	0.12195898377665959	0.307	0.223	1
KCNMB2	1.5437279597061289e-4	0.1218913341699283	0.037	0	1
SEPHS2	0.032839304020884544	0.12188320853672496	0.433	0.356	1
TMEM248	0.0012985262585970443	0.1218314754448171	0.587	0.429	1
TSPAN5	0.0016385126563373427	0.12166903024261047	0.06	0.016	1
MMAA	0.002455827284413748	0.12158533712765289	0.08	0.029	1
NFKB1	0.015849037996240697	0.12158042024426607	0.507	0.4	1
TINAGL1	5.195882230071352e-5	0.1214674665600448	0.057	0.005	1
DESI2	0.011072933741238574	0.12140302301753148	0.357	0.26	1
MYO1G	0.06950084893126553	0.12138613707404133	0.27	0.21	1
LCK	0.013819365960011916	0.12115963440248013	0.08	0.036	1
IFT80	0.07759701699824033	0.12112864856804745	0.187	0.138	1
RGS12	0.0032032654642717385	0.12110666934717981	0.087	0.034	1
HELLS	0.41859862720563384	0.12107745014131177	0.233	0.27	1
MEGF10	0.012974403063120638	0.12107095631752676	0.057	0.021	1
RASEF	3.105491273102306e-4	0.12104155361249888	0.07	0.016	1
ZSCAN16	0.05432164935223066	0.12090505005024382	0.163	0.114	1
ANKRD46	0.004296126677772006	0.12082989413142034	0.133	0.068	1
IFT88	0.008683116314934425	0.1208181449334505	0.143	0.081	1
VPS35	0.0014342131701334756	0.12080681969300411	0.607	0.465	1
ZNF138	0.02082357607946462	0.12074313595327746	0.243	0.169	1
CDC123	0.05637467289070586	0.12070169776229922	0.507	0.436	1
ASF1A	0.03889474906563778	0.12057845316401039	0.27	0.2	1
PPP2R2A	0.01264560363522073	0.12049827752181141	0.447	0.351	1
MELTF	6.751356127193479e-4	0.12049207722580614	0.083	0.026	1
XRCC1	0.10991499444639849	0.12040143385378646	0.133	0.099	1
JARID2	0.03599303225281995	0.12033013203842113	0.567	0.468	1
ZMAT1	0.014615148144911572	0.12013290851067338	0.317	0.229	1
NRG2	0.007622593623348424	0.12006782911079986	0.047	0.013	1
HLCS	0.17927489770773256	0.12006121412578999	0.107	0.078	1
MAEA	0.051659336529544825	0.12001452313255667	0.237	0.177	1
PTPRD	7.392183188387633e-4	0.11999352751827824	0.037	0.003	1
SLC25A30	0.01640558572286335	0.1199653499981885	0.153	0.094	1
HSD17B10	4.669981979990957e-4	0.11987552381498201	0.447	0.299	1
WDR35	0.0263724137717381	0.11982207579493198	0.073	0.036	1
GPS1	0.047991156827144395	0.1198114274681672	0.293	0.226	1
MTA3	0.0489718644837989	0.11978275086068774	0.143	0.096	1
PRELID2	4.202540228745504e-4	0.11972682195868174	0.087	0.026	1
TIMM23B	0.015516126693905606	0.119716903002759	0.197	0.127	1
WDR3	0.0033178395479499046	0.1196716910946023	0.19	0.106	1
ATP1B3	0.088507746289671	0.11959914997570231	0.553	0.465	1
ATP10D	0.011690532655719389	0.11959474906448031	0.267	0.182	1
SLC25A13	0.005219219027983349	0.11956777770820465	0.243	0.156	1
NSUN3	0.04688619499726333	0.11950505271465495	0.2	0.143	1
NCF4	0.3330564833805431	0.11947953001961409	0.443	0.397	1
TTYH3	0.021853203175929335	0.11933326997362931	0.16	0.101	1
GPR89A	0.0040151316352188	0.11927518443314938	0.13	0.065	1
PTGES3L	4.510251727722109e-6	0.11925077360547055	0.087	0.013	0.08953300704701159
CGRRF1	0.005744685955549756	0.11922145452792493	0.173	0.099	1
TBC1D23	0.07894201605522658	0.11917345515683964	0.217	0.161	1
SOX11	9.338188893827174e-6	0.11906946809665729	0.05	0	0.18537238773136325
TMEM243	0.04106083444736964	0.11905746500386671	0.56	0.468	1
PRKCZ	1.854258927730454e-4	0.11904382583652698	0.067	0.013	1
GGCX	0.08354793305939272	0.11902393767054781	0.277	0.216	1
CBR1	0.0017252264552002662	0.11900542131725472	0.21	0.119	1
BBS4	0.007840079190037392	0.11900501548554737	0.11	0.055	1
RABEP2	0.00907242429110511	0.11898627625280322	0.203	0.127	1
SEZ6	3.056650469301682e-6	0.11885791592363798	0.063	0.003	0.06067756846610769
PRKAB1	0.07679854069366589	0.11882512797153144	0.113	0.075	1
NFE2L3	6.01714185698502e-5	0.11879673477645947	0.093	0.023	1
TMEM220	0.010301825047903324	0.11862368791796096	0.07	0.029	1
GTF2B	0.10723123958203809	0.11861240443206589	0.367	0.317	1
COLGALT1	0.051804066580090555	0.11843759201631887	0.39	0.309	1
NOL3	6.025775206479841e-4	0.11833159263886034	0.05	0.008	1
TXN2	0.13346720399234338	0.11830136730728591	0.527	0.468	1
CCP110	0.009627591451516121	0.1182481747240014	0.29	0.197	1
CTU1	0.010726395309435536	0.1180827127017578	0.207	0.132	1
ENDOV	0.011746575319053479	0.11795809738310808	0.19	0.119	1
THAP6	0.0030054777077554297	0.11790665868642458	0.163	0.086	1
LTA	7.300074584696841e-5	0.11786139348450353	0.067	0.01	1
FBXO45	0.05668742910112101	0.11785110773115465	0.16	0.112	1
IGSF8	0.015711208714030468	0.11782948430727286	0.117	0.065	1
AGPAT1	0.26691769251361935	0.11782648473764823	0.243	0.21	1
MGAT3	1.8271978123712203e-4	0.11779800747898161	0.043	0.003	1
RUVBL1	0.018712800959236164	0.117729409203858	0.37	0.278	1
SDF2	0.06836486951516779	0.11771189714843122	0.347	0.286	1
TRUB1	0.04912948252299017	0.11768848347142197	0.193	0.138	1
INTS9	0.005545179001236819	0.11766777363655825	0.163	0.091	1
METTL23	0.05390448978258957	0.11762015070406162	0.38	0.309	1
DERL2	0.0065494351211061634	0.11759097542578723	0.423	0.322	1
YARS2	0.030836320112537383	0.11745073423516794	0.183	0.125	1
CCNC	0.011849968839956931	0.11744701497740206	0.47	0.356	1
TMEM242	0.009161291246848688	0.11738310854908618	0.367	0.275	1
BNIP3	0.002015711829584966	0.11731778389892376	0.117	0.052	1
LHPP	0.13955684928058584	0.11731309634798001	0.15	0.114	1
MTRES1	0.025045958203387564	0.11730924097020468	0.173	0.112	1
ADPRHL2	0.07550068816791743	0.11710214755972609	0.177	0.13	1
MAPK13	0.0020264800369247005	0.11708237028437243	0.063	0.018	1
MANBA	0.024938295440222188	0.11707365166237876	0.207	0.14	1
POLR2M	0.009100313180656064	0.11705112006864826	0.227	0.148	1
CCDC91	0.04523845853097252	0.11691927216016773	0.477	0.377	1
CNKSR2	0.008897318389954985	0.11685950376726541	0.09	0.042	1
EEF2KMT	0.0019994606059455635	0.11680987893422319	0.097	0.039	1
EIF2AK2	0.004075930018595882	0.11680199404991143	0.503	0.369	1
C11orf74	0.03130372044811694	0.11679149354522605	0.143	0.091	1
SELENOH	0.07253446768029967	0.11673588468664065	0.543	0.46	1
ENSA	0.0208600605259756	0.11659378611637994	0.737	0.631	1
ZNF84	0.01383190250430523	0.11640933273186793	0.22	0.148	1
TOMM70	0.0028762006794845123	0.11635446432670238	0.327	0.21	1
TIMM44	0.022155589643529018	0.11632342437642085	0.25	0.174	1
COX18	0.018107082104016178	0.11632245477716702	0.183	0.117	1
DGKK	1.5437279597061289e-4	0.11620286936341329	0.037	0	1
PPIF	0.03553724215834976	0.11617748031406464	0.137	0.088	1
FKBP8	0.03132507064571967	0.11607664092069436	0.477	0.384	1
ACTN4	0.016155997314254964	0.11604428045901605	0.67	0.543	1
OCEL1	0.006957061889538787	0.11602883587445209	0.137	0.073	1
COQ8A	0.002470416417845834	0.11597386838974585	0.167	0.088	1
DENND2D	0.0020056755318138904	0.11597281275117247	0.173	0.091	1
AKIP1	0.03839794796648482	0.11588004630474599	0.157	0.104	1
RASA3	0.0015616809961828118	0.11582478367029134	0.167	0.086	1
GRWD1	0.0013342948309817565	0.11580294507478395	0.21	0.117	1
NDUFB10	0.053599469634208696	0.11580107853902599	0.82	0.732	1
PRPSAP2	0.022895921948377893	0.11575643671689195	0.277	0.203	1
SLC2A13	2.996843267733679e-4	0.1157390812519534	0.07	0.016	1
